Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,14.399999618530273,14.529999732971191,14.0600004196167,14.1899995803833,14.128711700439453,7479600
2021-01-04,14.649999618530273,14.949999809265137,14.380000114440918,14.770000457763672,14.706207275390625,9609900
2021-01-05,14.859999656677246,16.729999542236328,14.859999656677246,16.18000030517578,16.110118865966797,15103100
2021-01-06,16.399999618530273,17.079999923706055,15.6899995803833,16.84000015258789,16.76726722717285,13579100
2021-01-07,17.0,17.5,16.729999542236328,17.110000610351562,17.036100387573242,8578200
2021-01-08,17.360000610351562,17.450000762939453,16.299999237060547,16.579999923706055,16.50838851928711,7760600
2021-01-11,15.949999809265137,16.75,15.789999961853027,16.65999984741211,16.588041305541992,6484000
2021-01-12,17.06999969482422,18.549999237060547,16.90999984741211,18.530000686645508,18.449968338012695,11540300
2021-01-13,18.5,18.530000686645508,17.690000534057617,17.799999237060547,17.723119735717773,7303300
2021-01-14,18.3799991607666,19.31999969482422,18.260000228881836,18.350000381469727,18.27074432373047,11194900
2021-01-15,18.030000686645508,18.030000686645508,17.1200008392334,17.270000457763672,17.195409774780273,8919000
2021-01-19,18.020000457763672,18.110000610351562,17.56999969482422,17.81999969482422,17.743032455444336,7088100
2021-01-20,18.0,18.200000762939453,17.18000030517578,17.469999313354492,17.39454460144043,7111800
2021-01-21,17.290000915527344,17.5,16.1299991607666,16.639999389648438,16.591873168945312,10325200
2021-01-22,16.100000381469727,16.440000534057617,15.739999771118164,16.3799991607666,16.332624435424805,8273800
2021-01-25,16.18000030517578,16.18000030517578,15.3100004196167,15.729999542236328,15.684505462646484,9155500
2021-01-26,16.170000076293945,16.610000610351562,15.289999961853027,15.300000190734863,15.255749702453613,8334100
2021-01-27,15.020000457763672,15.979999542236328,14.550000190734863,14.600000381469727,14.557774543762207,12474800
2021-01-28,15.0,15.40999984741211,14.630000114440918,14.9399995803833,14.89678955078125,8292700
2021-01-29,14.819999694824219,15.4399995803833,14.029999732971191,14.279999732971191,14.238699913024902,11384700
2021-02-01,14.819999694824219,15.369999885559082,14.569999694824219,15.119999885559082,15.07627010345459,10580300
2021-02-02,15.800000190734863,16.40999984741211,15.539999961853027,15.5600004196167,15.514998435974121,12371600
2021-02-03,15.859999656677246,16.709999084472656,15.710000038146973,16.43000030517578,16.382482528686523,9494000
2021-02-04,16.549999237060547,16.6200008392334,15.75,16.31999969482422,16.272798538208008,9448100
2021-02-05,16.6200008392334,16.850000381469727,16.09000015258789,16.219999313354492,16.17308807373047,7742700
2021-02-08,16.559999465942383,17.90999984741211,16.5,17.84000015258789,17.78840446472168,10826300
2021-02-09,17.649999618530273,17.649999618530273,17.09000015258789,17.229999542236328,17.18016815185547,7619900
2021-02-10,17.40999984741211,17.989999771118164,17.190000534057617,17.610000610351562,17.55906867980957,8233600
2021-02-11,17.3799991607666,17.559999465942383,16.43000030517578,16.979999542236328,16.930889129638672,7671400
2021-02-12,16.709999084472656,17.540000915527344,16.540000915527344,17.479999542236328,17.429443359375,6788400
2021-02-16,18.18000030517578,19.040000915527344,17.940000534057617,18.579999923706055,18.526262283325195,12008700
2021-02-17,18.84000015258789,19.059999465942383,18.229999542236328,18.690000534057617,18.63594627380371,9434100
2021-02-18,18.459999084472656,18.530000686645508,17.600000381469727,17.6299991607666,17.579010009765625,7963400
2021-02-19,17.639999389648438,18.290000915527344,17.440000534057617,18.020000457763672,17.96788215637207,7340000
2021-02-22,18.350000381469727,19.600000381469727,18.209999084472656,19.079999923706055,19.024816513061523,9793800
2021-02-23,19.260000228881836,19.850000381469727,17.6299991607666,19.75,19.69287872314453,10431400
2021-02-24,19.760000228881836,20.950000762939453,19.450000762939453,20.809999465942383,20.749813079833984,10985000
2021-02-25,21.5,21.889999389648438,20.0,20.1299991607666,20.071779251098633,11286600
2021-02-26,19.860000610351562,20.110000610351562,18.6299991607666,19.729999542236328,19.672937393188477,9259600
2021-03-01,20.079999923706055,20.34000015258789,19.43000030517578,19.520000457763672,19.463546752929688,10287300
2021-03-02,19.200000762939453,20.3799991607666,19.149999618530273,19.5,19.443601608276367,7414900
2021-03-03,19.739999771118164,20.59000015258789,19.719999313354492,19.90999984741211,19.852415084838867,7557200
2021-03-04,20.3799991607666,21.579999923706055,19.979999542236328,20.979999542236328,20.919321060180664,13253200
2021-03-05,22.100000381469727,23.299999237060547,21.020000457763672,23.25,23.182756423950195,13114600
2021-03-08,23.600000381469727,23.850000381469727,22.489999771118164,23.170000076293945,23.10298728942871,8328800
2021-03-09,22.809999465942383,23.010000228881836,21.56999969482422,21.600000381469727,21.53752899169922,9781400
2021-03-10,21.75,21.860000610351562,21.079999923706055,21.6299991607666,21.567441940307617,9020800
2021-03-11,22.110000610351562,22.200000762939453,21.65999984741211,21.889999389648438,21.826688766479492,7357100
2021-03-12,22.100000381469727,22.139999389648438,20.979999542236328,21.229999542236328,21.168598175048828,7688300
2021-03-15,21.290000915527344,21.549999237060547,20.889999389648438,21.530000686645508,21.467731475830078,6558100
2021-03-16,21.0,21.43000030517578,20.709999084472656,20.75,20.689987182617188,7563200
2021-03-17,20.510000228881836,21.110000610351562,20.079999923706055,20.989999771118164,20.929292678833008,8201300
2021-03-18,20.670000076293945,20.739999771118164,19.1200008392334,19.239999771118164,19.184354782104492,9486700
2021-03-19,19.190000534057617,19.889999389648438,18.829999923706055,19.479999542236328,19.42365837097168,13697100
2021-03-22,19.3799991607666,19.43000030517578,18.770000457763672,18.860000610351562,18.80545425415039,6599900
2021-03-23,18.219999313354492,18.969999313354492,17.899999618530273,18.270000457763672,18.217161178588867,7285900
2021-03-24,18.739999771118164,19.229999542236328,18.540000915527344,18.579999923706055,18.526262283325195,7241800
2021-03-25,17.940000534057617,18.420000076293945,17.450000762939453,18.34000015258789,18.286956787109375,8270300
2021-03-26,18.899999618530273,19.010000228881836,18.0,18.790000915527344,18.73565673828125,9273300
2021-03-29,18.450000762939453,18.56999969482422,17.649999618530273,17.959999084472656,17.908056259155273,7505500
2021-03-30,17.579999923706055,17.979999542236328,17.100000381469727,17.829999923706055,17.778432846069336,6172500
2021-03-31,17.68000030517578,18.06999969482422,17.56999969482422,17.899999618530273,17.848230361938477,5195400
2021-04-01,18.25,18.920000076293945,17.940000534057617,18.850000381469727,18.795482635498047,10303900
2021-04-05,18.809999465942383,18.809999465942383,17.3700008392334,17.540000915527344,17.48927116394043,9746400
2021-04-06,17.75,18.3799991607666,17.719999313354492,17.860000610351562,17.808347702026367,6903600
2021-04-07,17.93000030517578,18.190000534057617,17.729999542236328,18.020000457763672,17.96788215637207,6274000
2021-04-08,17.860000610351562,17.860000610351562,17.219999313354492,17.549999237060547,17.49924087524414,6176200
2021-04-09,17.559999465942383,17.68000030517578,17.139999389648438,17.260000228881836,17.210079193115234,6211300
2021-04-12,17.5,17.809999465942383,17.100000381469727,17.25,17.200109481811523,5602600
2021-04-13,17.25,17.59000015258789,17.170000076293945,17.280000686645508,17.230024337768555,5616600
2021-04-14,17.549999237060547,18.68000030517578,17.489999771118164,18.139999389648438,18.087535858154297,8779600
2021-04-15,18.149999618530273,18.15999984741211,17.739999771118164,18.06999969482422,18.017738342285156,4932100
2021-04-16,18.190000534057617,18.270000457763672,17.59000015258789,17.799999237060547,17.748517990112305,6245100
2021-04-19,17.899999618530273,18.389999389648438,17.780000686645508,18.06999969482422,18.017738342285156,4804200
2021-04-20,17.950000762939453,18.040000915527344,16.760000228881836,17.0,16.950834274291992,10523100
2021-04-21,16.40999984741211,17.299999237060547,16.270000457763672,17.139999389648438,17.115596771240234,5866400
2021-04-22,17.190000534057617,17.719999313354492,16.959999084472656,17.610000610351562,17.584928512573242,8087000
2021-04-23,17.530000686645508,18.209999084472656,17.399999618530273,18.18000030517578,18.154117584228516,5749100
2021-04-26,18.1299991607666,18.850000381469727,18.06999969482422,18.649999618530273,18.62344741821289,8056800
2021-04-27,18.799999237060547,19.149999618530273,18.6200008392334,19.030000686645508,19.002906799316406,6841300
2021-04-28,19.270000457763672,20.65999984741211,19.209999084472656,20.489999771118164,20.460826873779297,8665600
2021-04-29,20.8700008392334,21.25,20.31999969482422,20.68000030517578,20.650558471679688,6427700
2021-04-30,20.329999923706055,20.719999313354492,19.739999771118164,20.0,19.971525192260742,8839500
2021-05-03,20.290000915527344,20.549999237060547,20.0,20.459999084472656,20.430870056152344,5872100
2021-05-04,20.6299991607666,20.860000610351562,19.860000610351562,20.18000030517578,20.151269912719727,9097600
2021-05-05,20.440000534057617,21.489999771118164,20.290000915527344,20.969999313354492,20.940143585205078,7554500
2021-05-06,21.0,21.510000228881836,20.34000015258789,21.43000030517578,21.399490356445312,9020000
