Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,229.2100067138672,231.0800018310547,226.52000427246094,230.92999267578125,226.0647735595703,495700
2021-01-04,230.32000732421875,231.97000122070312,219.9499969482422,220.1999969482422,215.56085205078125,911800
2021-01-05,219.3300018310547,221.61000061035156,216.14999389648438,217.3699951171875,212.79046630859375,1094800
2021-01-06,216.35000610351562,217.89999389648438,212.22000122070312,213.82000732421875,209.3152618408203,1506100
2021-01-07,214.11000061035156,218.52000427246094,213.0500030517578,217.4499969482422,212.8687744140625,1224300
2021-01-08,218.49000549316406,223.6300048828125,218.49000549316406,222.6199951171875,217.9298553466797,805500
2021-01-11,221.94000244140625,222.7100067138672,217.8699951171875,221.25,216.58872985839844,738900
2021-01-12,220.1699981689453,222.8699951171875,219.02999877929688,222.24000549316406,217.557861328125,690200
2021-01-13,222.25,225.6300048828125,222.25,224.7899932861328,220.0541534423828,785400
2021-01-14,224.77000427246094,224.77000427246094,220.83999633789062,221.22999572753906,216.56915283203125,773100
2021-01-15,221.2899932861328,225.3800048828125,220.10000610351562,224.38999938964844,219.66256713867188,1864200
2021-01-19,225.8300018310547,225.8300018310547,219.1300048828125,220.6199951171875,215.97201538085938,1145000
2021-01-20,219.5399932861328,226.0,218.5800018310547,224.97999572753906,220.24014282226562,1326600
2021-01-21,223.2100067138672,225.13999938964844,221.41000366210938,221.97000122070312,217.29356384277344,1284000
2021-01-22,222.85000610351562,223.85000610351562,221.5800018310547,222.7899932861328,218.09628295898438,1079100
2021-01-25,223.44000244140625,226.5,221.94000244140625,225.82000732421875,221.06246948242188,830000
2021-01-26,225.86000061035156,228.69000244140625,225.3300018310547,227.83999633789062,223.03988647460938,825900
2021-01-27,227.3300018310547,228.97999572753906,224.88999938964844,228.0500030517578,223.2454833984375,822000
2021-01-28,228.07000732421875,230.14999389648438,225.4499969482422,227.50999450683594,222.7168426513672,791600
2021-01-29,226.66000366210938,230.08999633789062,224.82000732421875,227.6199951171875,222.82452392578125,1052400
2021-02-01,229.1300048828125,232.77000427246094,226.2899932861328,232.69000244140625,227.7877197265625,763700
